alpha,alpha_s,mean_H,std_H,opacity_up,opacity_down,opacity_temp_mi1,opacity_temp_decay,tcomp,gzip,score,w_H,w_OP_s,w_OP_t,w_T,w_G
1.3572,3.2,0.704203,0.009104,0.0,0.701605,0.014894,0.014419,0.710182,0.132656,0.0,1.930866,0.0,0.021729,0.96964,0.807918
1.7616,0.3,0.693531,0.008635,0.0,0.693259,0.632819,0.594616,0.924609,0.090547,0.0,1.896909,0.0,0.998636,0.052355,0.980266
1.7616,0.3513,0.687659,0.009883,0.0,0.687621,0.582719,0.555329,0.914922,0.100547,0.0,1.959856,0.0,0.999386,0.069826,0.994194
1.7616,0.4113,0.68655,0.010014,0.0,0.686104,0.578023,0.556161,0.915208,0.100234,0.0,1.948107,0.0,0.999493,0.069294,0.995486
1.7616,0.4816,0.69033,0.01255,0.0,0.690204,0.572116,0.556484,0.912865,0.101458,0.0,1.980145,0.0,0.999268,0.076412,0.982616
1.7616,0.564,0.692776,0.010492,0.0,0.692493,0.503168,0.491737,0.900807,0.106823,0.0,1.957813,0.0,0.999478,0.106404,0.982877
1.7616,0.6604,0.701495,0.008815,0.0,0.701197,0.465003,0.451092,0.892734,0.113594,0.0,1.915969,0.0,0.99873,0.132748,0.950553
1.7616,0.7733,0.71122,0.007343,0.0,0.710899,0.390772,0.384181,0.870677,0.121094,0.0,1.834717,1e-06,0.99708,0.22402,0.909244
1.7616,0.9055,0.715016,0.005602,0.0,0.714615,0.267847,0.265847,0.835859,0.130052,1e-06,1.726093,1e-06,0.978605,0.418696,0.833541
1.7616,1.0602,0.716554,0.004963,0.0,0.714294,0.167803,0.167544,0.797448,0.133802,1e-06,1.678811,1e-06,0.865402,0.70055,0.795607
1.7616,1.2415,0.712884,0.006257,0.0,0.709553,0.092508,0.09215,0.764557,0.133698,1e-06,1.772469,0.0,0.525451,0.909302,0.796798
1.7616,1.4537,0.710402,0.008218,0.0,0.706029,0.04737,0.046835,0.735964,0.133854,1e-06,1.892342,0.0,0.193824,0.996219,0.795126
1.7616,1.7022,0.70853,0.008209,0.0,0.704877,0.036085,0.035601,0.724766,0.133229,0.0,1.889387,0.0,0.121636,0.996086,0.80184
1.7616,1.9932,0.707827,0.008581,0.0,0.705128,0.023741,0.023487,0.712344,0.133932,0.0,1.908544,0.0,0.054639,0.975342,0.794311
1.7616,2.3339,0.704248,0.009672,0.0,0.701543,0.017172,0.016901,0.710391,0.132839,0.0,1.951411,0.0,0.029006,0.96979,0.805937
1.7616,2.7328,0.705541,0.009859,0.0,0.702494,0.016704,0.016618,0.709115,0.133698,0.0,1.955443,0.0,0.02846,0.965051,0.796808
1.7616,3.2,0.705212,0.009874,0.0,0.702305,0.019887,0.018736,0.710911,0.132604,0.0,1.95485,0.0,0.039545,0.971274,0.80841
2.2865,0.3,0.690768,0.010595,0.0,0.690317,0.592281,0.57263,0.918646,0.096328,0.0,1.929718,0.0,0.999323,0.062776,0.987908
2.2865,0.3513,0.68925,0.008762,0.0,0.688927,0.551119,0.538302,0.909453,0.103724,0.0,1.914045,0.0,0.999561,0.082494,0.986455
2.2865,0.4113,0.687554,0.011847,0.0,0.687272,0.535969,0.525125,0.906693,0.106068,0.0,1.990404,0.0,0.999555,0.08911,0.988184
2.2865,0.4816,0.689772,0.010501,0.0,0.6896,0.496924,0.485805,0.897578,0.109766,0.0,1.977743,0.0,0.999651,0.112112,0.976432
2.2865,0.564,0.690655,0.012522,0.0,0.690043,0.473431,0.466628,0.894401,0.112552,0.0,1.963922,0.0,0.999371,0.125709,0.961175
2.2865,0.6604,0.702234,0.009729,0.0,0.701818,0.443294,0.440684,0.883151,0.118203,0.0,1.950016,0.0,0.998891,0.165316,0.931491
2.2865,0.7733,0.708696,0.007742,0.0,0.70847,0.341745,0.337913,0.857526,0.12612,0.0,1.867068,0.0,0.992827,0.287309,0.871359
2.2865,0.9055,0.715099,0.006888,0.0,0.71479,0.247982,0.24724,0.832813,0.131354,1e-06,1.811174,1e-06,0.9656,0.440513,0.821268
2.2865,1.0602,0.715762,0.004942,0.0,0.713804,0.141281,0.140234,0.788464,0.134245,1e-06,1.677182,1e-06,0.782433,0.764479,0.790904
2.2865,1.2415,0.713796,0.00584,0.0,0.709802,0.080561,0.079477,0.758255,0.133698,1e-06,1.743291,0.0,0.43894,0.937297,0.796828
2.2865,1.4537,0.710737,0.007658,0.0,0.707463,0.053371,0.053084,0.738125,0.133854,1e-06,1.860082,0.0,0.23749,0.994833,0.795128
2.2865,1.7022,0.707987,0.00857,0.0,0.704369,0.036806,0.036521,0.724219,0.13349,0.0,1.905185,0.0,0.123472,0.997324,0.79899
2.2865,1.9932,0.705401,0.008599,0.0,0.702635,0.019267,0.019084,0.710703,0.133281,0.0,1.899159,0.0,0.036009,0.971138,0.801251
2.2865,2.3339,0.704753,0.011097,0.0,0.702511,0.015411,0.015123,0.705651,0.133359,0.0,1.942948,0.0,0.024428,0.95461,0.800366
2.2865,2.7328,0.704076,0.010011,0.0,0.700114,0.01361,0.013388,0.706823,0.133464,0.0,1.960417,0.0,0.019256,0.95822,0.799334
2.2865,3.2,0.703273,0.009507,0.0,0.700915,0.01558,0.015264,0.706068,0.132969,0.0,1.941865,0.0,0.025546,0.954948,0.804355
2.9678,0.3,0.691267,0.010677,0.0,0.691144,0.559188,0.535831,0.912266,0.101589,0.0,1.982978,0.0,0.999591,0.075524,0.996548
2.9678,0.3513,0.688918,0.01059,0.0,0.688685,0.502377,0.493534,0.90013,0.110859,0.0,1.954579,0.0,0.999636,0.105921,0.97177
2.9678,0.4113,0.686262,0.011109,0.0,0.686131,0.509065,0.498122,0.901823,0.108958,0.0,1.951712,0.0,0.999714,0.099738,0.982931
2.9678,0.4816,0.6865,0.011127,0.0,0.686479,0.468872,0.462268,0.891719,0.11474,0.0,1.972884,0.0,0.999486,0.130986,0.955981
2.9678,0.564,0.693273,0.010445,0.0,0.692707,0.419194,0.414039,0.879948,0.119297,0.0,1.978149,0.0,0.998939,0.174053,0.926624
2.9678,0.6604,0.701197,0.00914,0.0,0.700679,0.387645,0.385228,0.872526,0.122422,0.0,1.937384,0.0,0.997271,0.20826,0.90326
2.9678,0.7733,0.706971,0.008258,0.0,0.706885,0.295089,0.294676,0.845833,0.12763,0.0,1.893428,0.0,0.987545,0.354407,0.857619
2.9678,0.9055,0.712028,0.006825,0.0,0.71116,0.210269,0.209656,0.813724,0.13237,1e-06,1.810869,1e-06,0.938386,0.578422,0.810865
2.9678,1.0602,0.714967,0.005326,0.0,0.712853,0.130092,0.130025,0.78724,0.133854,1e-06,1.704867,1e-06,0.717676,0.77022,0.795139
2.9678,1.2415,0.713358,0.00682,0.0,0.710349,0.081221,0.081121,0.757656,0.13401,1e-06,1.809156,1e-06,0.447655,0.94073,0.79344
2.9678,1.4537,0.711004,0.007241,0.0,0.706487,0.049933,0.049572,0.736875,0.133021,1e-06,1.837039,0.0,0.216552,0.991349,0.804051
2.9678,1.7022,0.706419,0.009117,0.0,0.703203,0.026485,0.026317,0.718906,0.133516,0.0,1.933477,0.0,0.06803,0.989386,0.79872
2.9678,1.9932,0.706719,0.007328,0.0,0.702685,0.023267,0.02267,0.712135,0.1325,0.0,1.8415,0.0,0.051847,0.974295,0.809564
2.9678,2.3339,0.703673,0.008588,0.0,0.70084,0.013885,0.013794,0.707786,0.133255,0.0,1.909557,0.0,0.019064,0.962156,0.801535
2.9678,2.7328,0.705348,0.008744,0.0,0.701861,0.018006,0.017089,0.707943,0.13375,0.0,1.919927,0.0,0.031457,0.962527,0.796266
2.9678,3.2,0.705925,0.009628,0.0,0.703424,0.013134,0.012946,0.705286,0.132995,0.0,1.954512,0.0,0.016825,0.953391,0.804256
3.8522,0.3,0.680579,0.012419,0.0,0.680419,0.518523,0.49968,0.906328,0.104792,0.0,1.942299,0.0,0.999668,0.089746,0.991669
3.8522,0.3513,0.683412,0.013402,0.0,0.683199,0.497433,0.481048,0.900365,0.108672,0.0,1.978247,0.0,0.99968,0.103685,0.984644
3.8522,0.4113,0.689387,0.010271,0.0,0.68938,0.450567,0.445714,0.888281,0.115729,0.0,1.971767,0.0,0.999403,0.141438,0.951544
3.8522,0.4816,0.683073,0.012263,0.0,0.682558,0.420338,0.415659,0.885573,0.116172,0.0,1.946637,0.0,0.998847,0.153028,0.946257
3.8522,0.564,0.689885,0.010219,0.0,0.689639,0.380334,0.377776,0.869401,0.12276,0.0,1.9733,0.0,0.997828,0.219227,0.901515
3.8522,0.6604,0.696086,0.010681,0.0,0.695791,0.332896,0.326569,0.859193,0.124609,0.0,1.984051,0.0,0.989887,0.276613,0.884534
3.8522,0.7733,0.705739,0.007977,0.0,0.705592,0.273742,0.272451,0.833099,0.129635,0.0,1.87972,0.0,0.981971,0.43747,0.838571
3.8522,0.9055,0.712296,0.006322,0.0,0.711295,0.190386,0.190155,0.810469,0.132344,1e-06,1.775511,1e-06,0.90859,0.602884,0.811137
3.8522,1.0602,0.713789,0.006277,0.0,0.712354,0.12673,0.126392,0.781797,0.135052,1e-06,1.773615,1e-06,0.723452,0.810341,0.782128
3.8522,1.2415,0.711816,0.006705,0.0,0.708488,0.079279,0.079141,0.754479,0.132969,1e-06,1.799368,0.0,0.433173,0.953191,0.804595
3.8522,1.4537,0.710135,0.008341,0.0,0.706791,0.045477,0.04498,0.733021,0.133828,1e-06,1.890848,0.0,0.17979,0.9987,0.7954
3.8522,1.7022,0.707881,0.00861,0.0,0.704404,0.025363,0.025164,0.718724,0.133385,0.0,1.910532,0.0,0.063505,0.988874,0.800114
3.8522,1.9932,0.706697,0.008651,0.0,0.703189,0.021614,0.021227,0.710703,0.132552,0.0,1.912088,0.0,0.044972,0.970343,0.809018
3.8522,2.3339,0.705318,0.01025,0.0,0.702631,0.013115,0.013033,0.707604,0.13349,0.0,1.969233,0.0,0.016937,0.961514,0.799065
3.8522,2.7328,0.704251,0.009378,0.0,0.701331,0.014874,0.014856,0.706302,0.132865,0.0,1.947183,0.0,0.022575,0.956652,0.805688
3.8522,3.2,0.705443,0.009198,0.0,0.702103,0.015905,0.015779,0.706875,0.133047,0.0,1.939434,0.0,0.024721,0.95866,0.803784
5.0,0.3,0.679967,0.011349,0.0,0.679774,0.52141,0.506185,0.905937,0.10612,0.0,1.986506,0.0,0.999716,0.0893,0.990904
5.0,0.3513,0.683144,0.011623,0.0,0.682961,0.471181,0.462802,0.897214,0.110703,0.0,1.974129,0.0,0.999556,0.113145,0.976106
5.0,0.4113,0.682456,0.012807,0.0,0.682351,0.428438,0.420995,0.885182,0.116901,0.0,1.9826,0.0,0.999074,0.15387,0.944232
5.0,0.4816,0.685216,0.010783,0.0,0.685168,0.388146,0.378161,0.877057,0.12,0.0,1.965928,0.0,0.997809,0.185146,0.922912
5.0,0.564,0.690968,0.011318,0.0,0.690968,0.331484,0.329217,0.862135,0.12487,0.0,1.958648,0.0,0.993694,0.257531,0.883229
5.0,0.6604,0.695696,0.010604,0.0,0.695428,0.328942,0.324926,0.855651,0.125625,0.0,1.984404,0.0,0.994209,0.292118,0.876488
5.0,0.7733,0.702774,0.010194,0.0,0.702536,0.23799,0.236706,0.831198,0.130156,0.0,1.974798,0.0,0.965706,0.449415,0.833463
5.0,0.9055,0.709598,0.0084,0.0,0.709288,0.17971,0.179291,0.803776,0.132266,1e-06,1.902182,0.0,0.894797,0.653315,0.81201
5.0,1.0602,0.711206,0.00831,0.0,0.71025,0.10864,0.108518,0.773464,0.133984,1e-06,1.894139,1e-06,0.619936,0.859824,0.793715
5.0,1.2415,0.711814,0.006832,0.0,0.708832,0.085949,0.085439,0.757656,0.133906,1e-06,1.809634,0.0,0.480048,0.940515,0.794569
5.0,1.4537,0.70859,0.008055,0.0,0.706115,0.047204,0.046992,0.732865,0.13388,1e-06,1.884874,0.0,0.193142,0.997912,0.794844
5.0,1.7022,0.708579,0.008609,0.0,0.705201,0.028183,0.027708,0.717734,0.133568,0.0,1.912744,0.0,0.077008,0.986834,0.798212
5.0,1.9932,0.705946,0.008547,0.0,0.702368,0.021055,0.020712,0.711797,0.132969,0.0,1.906384,0.0,0.042801,0.974179,0.804595
5.0,2.3339,0.705065,0.009313,0.0,0.702382,0.01877,0.018402,0.710625,0.133516,0.0,1.934333,0.0,0.036153,0.969574,0.798773
5.0,2.7328,0.703489,0.009662,0.0,0.699776,0.016217,0.01603,0.708464,0.132604,0.0,1.957102,0.0,0.025853,0.964204,0.808474
5.0,3.2,0.705281,0.008993,0.0,0.702463,0.011332,0.010887,0.70526,0.133021,0.0,1.909375,0.0,0.012564,0.953117,0.804035
