b_int,s_int,rule,known_name,known_class,activity,complexity,mean_H,std_H,opacity_up,opacity_down,tcomp,gzip,w_H,w_OP,w_T,w_G,rank
384,452,B78/S2678,,,dead,0.0,0.03654,0.0,0.0,0.02496,0.975,0.00365,1.25781,0.0,0.00919,0.15622,890
441,482,B034578/S15678,,,active,0.0,0.16678,0.08666,0.01673,0.15808,0.96609,0.01771,1.0,0.0,0.01285,0.25811,891
486,490,B125678/S135678,,,saturated,0.0,0.0,0.0,0.0,0.0,0.975,0.00154,0.0,0.0,0.00919,0.14385,892
415,474,B0123478/S134678,,,active,0.0,0.6082,0.03293,0.06348,0.57468,0.84551,0.10375,1.0326,0.0,0.35263,0.99719,893
417,508,B0578/S2345678,,,active,0.0,0.77051,0.02322,0.10911,0.64385,0.97067,0.02804,1.37369,0.0,0.01083,0.35495,894
32,328,B5/S368,,,dead,0.0,0.02197,0.0,0.0,0.01535,0.975,0.00292,1.0597,0.0,0.00919,0.15185,895
57,501,B0345/S0245678,,,active,0.0,0.65142,0.0,0.0,0.64483,0.97437,0.01477,1.32465,0.0,0.00942,0.23391,896
102,482,B1256/S15678,,,active,0.0,0.41993,0.17953,0.28425,0.41036,0.92632,0.04826,1.0,0.0,0.04924,0.58541,897
252,388,B234567/S278,,,chaotic,0.0,0.99816,0.00186,0.10828,0.99383,0.05043,0.16058,0.13274,0.84885,0.0,0.48,898
360,197,B3568/S0267,,,dead,0.0,0.38946,0.21275,0.29584,0.38586,0.87873,0.06842,1.0,0.0,0.17762,0.81922,899
168,265,B357/S038,,,active,0.0,0.22059,0.08175,0.01789,0.22336,0.95883,0.02564,1.0,0.0,0.01672,0.33095,900
287,190,B012348/S123457,,,chaotic,0.0,0.66824,0.1431,0.30049,0.61967,0.35383,0.0883,1.0,0.0,0.01839,0.97298,901
496,396,B45678/S2378,,,active,0.0,0.18991,0.07561,0.02995,0.16898,0.96596,0.01775,1.0,0.0,0.01291,0.25845,902
176,103,B457/S01256,,,active,0.0,0.58619,0.0335,0.10978,0.58198,0.95745,0.03351,1.02698,0.0,0.01757,0.41308,903
510,461,B12345678/S023678,,,saturated,0.0,0.02354,0.00705,0.0,0.0237,0.96965,0.00342,1.50891,0.0,0.01126,0.1548,904
143,487,B01237/S0125678,,,active,0.0,0.47047,0.07987,0.17282,0.44109,0.95735,0.03472,1.0,0.0,0.01763,0.4264,905
368,233,B4568/S03567,,,active,0.0,0.43814,0.12654,0.19737,0.36636,0.92463,0.05049,1.0,0.0,0.05185,0.61245,906
48,202,B45/S1367,,,active,0.0,0.16529,0.00991,0.0,0.15748,0.97454,0.0113,1.96643,0.0,0.00935,0.20728,907
64,347,B6/S013468,,,active,0.0,0.53342,0.0,0.0,0.53043,0.975,0.01337,1.32465,0.0,0.00919,0.22292,908
112,91,B456/S01346,,,active,0.0,0.67048,0.16717,0.48975,0.62126,0.85405,0.09442,1.0,0.0,0.30051,0.99379,909
191,482,B0123457/S15678,,,active,0.0,0.29786,0.00116,0.0,0.29063,0.97494,0.01408,1.39929,0.0,0.00921,0.22844,910
174,495,B12357/S01235678,,,active,0.0,0.32004,0.0,0.0,0.31621,0.975,0.01321,1.32465,0.0,0.00919,0.22167,911
40,201,B35/S0367,,,active,0.0,0.25045,0.13471,0.11054,0.25225,0.94333,0.03521,1.0,0.0,0.02857,0.43194,912
399,9,B012378/S03,,,chaotic,0.0,0.3493,0.09289,0.22208,0.22825,0.01534,0.02106,1.0,0.0,0.0,0.28758,913
200,456,B367/S3678,,,dead,0.0,0.01753,0.01527,0.0,0.01632,0.97218,0.0034,1.35258,0.0,0.01023,0.1547,914
187,470,B013457/S124678,,,active,0.0,0.23933,0.15256,0.12244,0.24334,0.94293,0.03733,1.0,0.0,0.02895,0.45588,915
144,490,B47/S135678,,,active,0.0,0.16189,0.01063,0.0,0.15239,0.97453,0.01122,1.98548,0.0,0.00936,0.20674,916
495,29,B01235678/S0234,,,chaotic,0.0,0.16252,0.0097,0.00597,0.15761,0.00038,0.01387,1.95949,0.0,0.0,0.22678,917
272,85,B48/S0246,,,active,0.0,0.3239,0.0,0.0,0.32047,0.97246,0.01287,1.32465,0.0,0.01012,0.21911,918
16,91,B4/S01346,,,active,0.0,0.39261,0.04195,0.04941,0.38896,0.9716,0.02087,1.0009,0.0,0.01046,0.28581,919
448,166,B678/S1257,,,active,0.0,0.50875,0.0,0.0,0.5002,0.975,0.01541,1.32465,0.0,0.00919,0.23907,920
311,60,B012458/S2345,,,chaotic,0.0,0.39177,0.16575,0.33897,0.3782,0.06686,0.05903,1.0,0.0,0.0,0.71487,921
104,18,B356/S14,,,dead,0.0,0.31219,0.21028,0.209,0.31066,0.90636,0.05129,1.0,0.0,0.08805,0.62222,922
112,4,B456/S2,,,dead,0.0,0.1016,0.0,0.0,0.0804,0.97437,0.00623,1.32455,0.0,0.00942,0.17226,923
96,419,B56/S01578,,,active,0.0,0.44768,0.0,0.0,0.44201,0.975,0.01474,1.32465,0.0,0.00919,0.23365,924
223,128,B0123467/S7,,,chaotic,0.0,0.99696,0.0037,0.28453,0.98714,0.09746,0.1608,0.23928,0.33179,0.0,0.47744,925
507,324,B01345678/S268,,,chaotic,0.0,0.99229,0.00351,0.0,0.9904,0.10525,0.16099,0.57647,0.34533,0.0,0.47518,926
127,470,B0123456/S124678,,,active,0.0,0.36854,0.01216,0.0,0.36613,0.96606,0.02257,1.9998,0.0,0.01286,0.30144,927
461,486,B023678/S125678,,,saturated,0.0,0.08392,0.0758,0.0,0.07461,0.97054,0.01115,0.99955,0.0,0.01089,0.2062,928
160,11,B57/S013,,,active,0.0,0.50966,0.0,0.0,0.50456,0.975,0.01351,1.32465,0.0,0.00919,0.22399,929
442,493,B134578/S0235678,,,saturated,0.0,0.10306,0.0,0.0,0.08753,0.975,0.00717,1.32456,0.0,0.00919,0.17844,930
395,501,B01378/S0245678,,,active,0.0,0.65572,0.03557,0.01822,0.61107,0.96514,0.03101,1.01305,0.0,0.0133,0.38595,931
416,137,B578/S037,,,active,0.0,0.21953,0.0,0.0,0.21579,0.975,0.01182,1.32465,0.0,0.00919,0.21119,932
128,129,B7/S07,,,dead,0.0,0.10958,0.0,0.0,0.10687,0.975,0.00952,1.32461,0.0,0.00919,0.19451,933
224,35,B567/S015,,,active,0.0,0.44555,0.0,0.0,0.43893,0.975,0.01376,1.32465,0.0,0.00919,0.22595,934
315,472,B013458/S34678,,,active,0.0,0.54062,0.15209,0.34845,0.52997,0.8526,0.09617,1.0,0.0,0.30907,0.99707,935
32,440,B5/S34578,,,active,0.0,0.46502,0.0024,0.0,0.38147,0.97478,0.01514,1.48653,0.0,0.00927,0.23684,936
264,458,B38/S13678,,,active,0.0,0.28537,0.1446,0.15543,0.28134,0.93772,0.0421,1.0,0.0,0.03436,0.51144,937
45,508,B0235/S2345678,,,active,0.0,0.70142,0.0,0.0,0.6915,0.975,0.02999,1.32465,0.0,0.00919,0.37519,938
34,508,B15/S2345678,,,active,0.0,0.6047,0.00366,0.0,0.59894,0.97484,0.0141,1.58113,0.0,0.00925,0.22863,939
288,266,B58/S138,,,active,0.0,0.23407,0.0,0.0,0.22833,0.975,0.01358,1.32465,0.0,0.00919,0.22456,940
441,499,B034578/S0145678,,,saturated,0.0,0.08112,0.0,0.0,0.06622,0.97437,0.00658,1.32386,0.0,0.00942,0.17459,941
475,469,B0134678/S024678,,,saturated,0.0,0.109,0.15569,0.08134,0.11143,0.94769,0.01947,0.99996,0.0,0.02467,0.27331,942
293,492,B0258/S235678,,,active,0.0,0.48087,0.15674,0.3203,0.46701,0.93772,0.05033,1.0,0.0,0.03436,0.61048,943
384,104,B78/S356,,,dead,0.0,0.01229,0.0,0.0,0.0064,0.975,0.00221,0.72503,0.0,0.00919,0.14767,944
498,498,B145678/S145678,,,saturated,0.0,0.0,0.0,0.0,0.0,0.975,0.00154,0.0,0.0,0.00919,0.14385,945
475,465,B0134678/S04678,,,saturated,0.0,0.22944,0.27066,0.24531,0.23213,0.89919,0.04093,1.0,0.0,0.10684,0.4977,946
304,467,B458/S014678,,,active,0.0,0.39768,0.00238,0.0,0.39158,0.97481,0.01428,1.48499,0.0,0.00926,0.23004,947
232,420,B3567/S2578,,,dead,0.0,0.46106,0.25908,0.40565,0.44071,0.8311,0.07816,1.0,0.0,0.44996,0.90899,948
336,460,B468/S23678,,,active,0.0,0.233,0.01627,0.0,0.21312,0.97284,0.01335,1.86711,0.0,0.00998,0.2228,949
496,359,B45678/S012568,,,active,0.0,0.60055,0.13424,0.4298,0.58642,0.90618,0.06426,1.0,0.0,0.08849,0.77453,950
489,509,B035678/S02345678,,,saturated,0.0,0.0,0.0,0.0,0.0,0.975,0.00154,0.0,0.0,0.00919,0.14385,951
508,69,B2345678/S026,,,chaotic,0.0,0.99185,0.00348,0.0,0.98975,0.1083,0.16103,0.60522,0.34714,0.0,0.4748,952
480,504,B5678/S345678,,,active,0.0,0.8095,0.0,0.0,0.632,0.975,0.01583,1.32465,0.0,0.00919,0.24245,953
128,135,B7/S0127,,,active,0.0,0.61242,0.0,0.0,0.60641,0.975,0.01388,1.32465,0.0,0.00919,0.22691,954
320,485,B68/S025678,,,active,0.0,0.33646,0.0,0.0,0.33241,0.975,0.01486,1.32465,0.0,0.00919,0.23463,955
112,465,B456/S04678,,,active,0.0,0.145,0.00137,0.0,0.14237,0.97493,0.00903,1.4137,0.0,0.00921,0.19109,956
62,386,B12345/S178,,,chaotic,0.0,0.99762,0.00232,0.28502,0.97156,0.07282,0.14829,0.17528,0.34925,0.0,0.62725,957
370,511,B14568/S012345678,,,saturated,0.0,0.07436,0.0,0.0,0.06648,0.975,0.00829,1.32309,0.0,0.00919,0.18599,958
176,417,B457/S0578,,,active,0.0,0.19182,0.0,0.0,0.18844,0.975,0.01212,1.32465,0.0,0.00919,0.21338,959
128,68,B7/S26,,,dead,0.0,0.03654,0.0,0.0,0.02496,0.975,0.00365,1.25781,0.0,0.00919,0.15622,960
509,2,B02345678/S1,,,chaotic,0.0,0.99472,0.00087,0.32468,0.98907,0.01009,0.1593,0.35592,0.16898,0.0,0.49493,961
503,462,B01245678/S123678,,,saturated,0.0,0.03478,0.08715,0.0,0.04566,0.96518,0.00864,0.94008,0.0,0.01329,0.18839,962
480,177,B5678/S0457,,,dead,0.0,0.11799,0.0,0.0,0.11616,0.975,0.00907,1.32463,0.0,0.00919,0.19138,963
252,462,B234567/S123678,,,active,0.0,0.23677,0.03096,0.0,0.2367,0.95824,0.0209,1.06027,0.0,0.01708,0.2861,964
316,474,B23458/S134678,,,active,0.0,0.389,0.14516,0.22799,0.38168,0.91531,0.06059,1.0,0.0,0.06838,0.73296,965
316,492,B23458/S235678,,,active,0.0,0.39038,0.00106,0.0,0.38237,0.97113,0.01706,1.39257,0.0,0.01065,0.25261,966
173,496,B02357/S45678,,,active,0.0,0.28131,0.0,0.0,0.27686,0.975,0.01354,1.32465,0.0,0.00919,0.22425,967
456,260,B3678/S28,,,dead,0.0,0.04267,0.02625,0.0,0.0393,0.96855,0.00695,1.17136,0.0,0.01173,0.17699,968
112,453,B456/S02678,,,active,0.0,0.30158,0.00353,0.0,0.2951,0.97466,0.01392,1.57119,0.0,0.00931,0.22716,969
98,509,B156/S02345678,,,active,0.0,0.22503,0.00371,0.0,0.22104,0.97491,0.01301,1.58461,0.0,0.00922,0.22017,970
345,489,B03468/S035678,,,active,0.0,0.23327,0.01225,0.0,0.2207,0.97325,0.01478,1.9995,0.0,0.00983,0.23398,971
223,508,B0123467/S2345678,,,active,0.0,0.3122,0.0,0.0,0.30782,0.975,0.01386,1.32465,0.0,0.00919,0.22672,972
502,67,B1245678/S016,,,chaotic,0.0,0.99984,0.00019,0.32071,0.96604,0.03039,0.15284,0.01054,0.19477,0.0,0.57211,973
232,481,B3567/S05678,,,active,0.0,0.19474,0.03892,0.0,0.19448,0.97046,0.01703,1.00347,0.0,0.01092,0.25241,974
150,487,B1247/S0125678,,,active,0.0,0.46233,0.16587,0.2983,0.43892,0.93367,0.05095,1.0,0.0,0.03914,0.61808,975
359,482,B012568/S15678,,,saturated,0.0,0.15499,0.10591,0.05926,0.15021,0.9644,0.02023,1.0,0.0,0.01367,0.2801,976
304,68,B458/S26,,,dead,0.0,0.11939,0.0,0.0,0.10257,0.97437,0.00841,1.32464,0.0,0.00942,0.18677,977
191,118,B0123457/S12456,,,chaotic,0.0,0.56311,0.14851,0.18652,0.44836,0.11639,0.06226,1.0,0.0,0.0,0.75216,978
383,59,B01234568/S01345,,,chaotic,0.0,0.0,0.0,0.0,0.0,0.0,0.00405,0.0,0.0,0.0,0.15863,979
80,439,B46/S0124578,,,active,0.0,0.62861,0.116,0.41418,0.61937,0.92471,0.07021,1.0,0.0,0.05173,0.83734,980
416,72,B578/S36,,,dead,0.0,0.02197,0.0,0.0,0.01535,0.975,0.00292,1.0597,0.0,0.00919,0.15185,981
221,472,B023467/S34678,,,active,0.0,0.22021,0.03429,0.0,0.21906,0.96794,0.01835,1.02063,0.0,0.012,0.2636,982
416,284,B578/S2348,,,active,0.0,0.48691,0.00342,0.0,0.44543,0.97203,0.01539,1.56226,0.0,0.01029,0.23888,983
0,77,B/S0236,,,active,0.0,0.44947,0.0,0.0,0.44094,0.975,0.01417,1.32465,0.0,0.00919,0.22914,984
414,265,B123478/S038,,,chaotic,0.0,0.95451,0.01916,0.46572,0.92851,0.16075,0.15634,1.63511,0.00352,0.0,0.53003,985
144,162,B47/S157,,,active,0.0,0.21243,0.0,0.0,0.2071,0.975,0.01046,1.32465,0.0,0.00919,0.20118,986
475,509,B0134678/S02345678,,,saturated,0.0,0.01229,0.0,0.0,0.0064,0.975,0.00221,0.72503,0.0,0.00919,0.14772,987
416,202,B578/S1367,,,active,0.0,0.23764,0.0,0.0,0.23113,0.975,0.01193,1.32465,0.0,0.00919,0.21198,988
507,484,B01345678/S25678,,,saturated,0.0,0.0,0.0,0.0,0.0,0.975,0.00154,0.0,0.0,0.00919,0.14385,989
496,353,B45678/S0568,,,dead,0.0,0.14232,0.00113,0.0,0.14039,0.97497,0.01102,1.39758,0.0,0.0092,0.20525,990
368,410,B4568/S13478,,,active,0.0,0.37624,0.19047,0.26526,0.33996,0.92151,0.05048,1.0,0.0,0.05697,0.61235,991
340,487,B2468/S0125678,,,active,0.0,0.27228,0.18991,0.19301,0.26314,0.94521,0.03542,1.0,0.0,0.02683,0.43422,992
272,51,B48/S0145,,,active,0.0,0.41913,0.0,0.0,0.41218,0.975,0.01455,1.32465,0.0,0.00919,0.23216,993
144,355,B47/S01568,,,active,0.0,0.47854,0.0,0.0,0.47149,0.975,0.01415,1.32465,0.0,0.00919,0.22901,994
384,237,B78/S023567,,,active,0.0,0.48368,0.0,0.0,0.47076,0.975,0.0148,1.32465,0.0,0.00919,0.23417,995
123,489,B013456/S035678,,,active,0.0,0.48703,0.0,0.0,0.4802,0.975,0.01318,1.32465,0.0,0.00919,0.22148,996
96,100,B56/S256,,,dead,0.0,0.07217,0.0,0.0,0.06042,0.975,0.00626,1.32271,0.0,0.00919,0.17247,997
80,230,B46/S12567,,,active,0.0,0.4436,0.00591,0.0,0.43458,0.96864,0.01966,1.74815,0.0,0.01169,0.27504,998
224,141,B567/S0237,,,active,0.0,0.42698,0.0,0.0,0.41968,0.97437,0.01538,1.32465,0.0,0.00942,0.23881,999
446,263,B1234578/S0128,,,chaotic,0.0,0.99711,0.00247,0.21353,0.93615,0.03863,0.09364,0.21404,0.60687,0.0,0.99195,1000
