b_int,s_int,rule,known_name,known_class,activity,complexity,mean_H,std_H,opacity_up,opacity_down,tcomp,gzip,w_H,w_OP,w_T,w_G,rank
395,237,B01378/S023567,,,active,0.005961,0.99898,0.00133,0.31386,0.99877,0.69934,0.16066,0.07164,0.18693,0.9292,0.47905,519
52,236,B245/S23567,,,active,0.00584055,0.83054,0.01938,0.16254,0.82519,0.85209,0.13619,1.65324,0.01471,0.31206,0.76956,520
508,185,B2345678/S03457,,,chaotic,0.00569413,0.87887,0.02804,0.0373,0.86785,0.41388,0.15116,1.13381,0.07321,0.11578,0.59252,521
98,348,B156/S23468,,,active,0.00567924,0.99859,0.00185,0.3198,0.99613,0.65977,0.16109,0.10164,0.17328,0.68025,0.47405,522
245,226,B024567/S1567,,,chaotic,0.0055329,0.83353,0.03308,0.24304,0.82415,0.56527,0.14613,1.03106,0.00835,0.98318,0.65343,523
386,123,B178/S013456,,,active,0.00549818,0.97587,0.00243,0.0,0.95798,0.95511,0.05237,1.24393,0.36462,0.01908,0.63524,524
491,387,B0135678/S0178,,,chaotic,0.0053433,0.96764,0.0106,0.14663,0.9673,0.32468,0.16092,1.83447,0.99635,0.00614,0.47603,525
389,384,B0278/S78,,,chaotic,0.00532906,0.88905,0.03191,0.03713,0.86699,0.4153,0.15042,1.04514,0.07057,0.12012,0.6015,526
251,120,B0134567/S3456,,,chaotic,0.00530464,0.91751,0.03164,0.16807,0.84797,0.42247,0.14064,1.04851,0.04893,0.14388,0.71868,527
344,457,B3468/S03678,,,chaotic,0.00528353,0.99693,0.00301,0.178,0.9965,0.38967,0.16108,0.23354,0.80841,0.05901,0.47424,528
216,151,B3467/S01247,,,chaotic,0.00526875,0.99703,0.00312,0.14379,0.99656,0.38815,0.16104,0.22682,0.86776,0.05639,0.47471,529
279,195,B01248/S0167,,,chaotic,0.00526497,0.99025,0.00864,0.11586,0.97358,0.34363,0.15945,0.8666,0.96879,0.01271,0.49321,530
251,112,B0134567/S456,,,chaotic,0.00516575,0.91946,0.03655,0.24904,0.8683,0.41262,0.14596,1.00838,0.06974,0.11206,0.65549,531
379,59,B0134568/S01345,,,chaotic,0.00501836,0.9781,0.01358,0.1273,0.9251,0.33248,0.1527,1.58193,0.66276,0.00834,0.57379,532
500,341,B245678/S02468,,,chaotic,0.00497446,0.93275,0.01249,0.03171,0.93292,0.34167,0.15891,1.99333,0.42256,0.01182,0.49952,533
189,383,B023457/S01234568,,,active,0.00495917,0.8342,0.03992,0.24653,0.82589,0.62373,0.14683,1.00227,0.00891,0.86122,0.64498,534
282,402,B1348/S1478,,,chaotic,0.00493414,0.99373,0.00471,0.0,0.99359,0.39099,0.16104,0.50448,0.33577,0.06136,0.47471,535
234,13,B13567/S023,,,chaotic,0.00489107,0.99564,0.00385,0.09436,0.99492,0.37554,0.1614,0.34235,0.79583,0.03816,0.47047,536
505,349,B0345678/S023468,,,chaotic,0.00488323,0.89148,0.02128,0.0,0.88991,0.38824,0.15471,1.5105,0.10405,0.05654,0.54954,537
270,411,B1238/S013478,,,chaotic,0.00486054,0.99884,0.00151,0.33043,0.9906,0.52914,0.16034,0.08221,0.14987,0.81704,0.48284,538
344,291,B3468/S0158,,,chaotic,0.00480902,0.97996,0.0075,0.01862,0.98023,0.3487,0.16107,1.41335,0.46878,0.0153,0.47433,539
504,124,B345678/S23456,,,chaotic,0.00479341,0.95177,0.02328,0.34583,0.85756,0.48625,0.13911,1.3482,0.00959,0.5033,0.73643,540
47,48,B01235/S45,,,chaotic,0.00477296,0.9937,0.00617,0.30683,0.98468,0.39852,0.15994,0.5388,0.23821,0.0763,0.4874,541
88,291,B346/S0158,,,chaotic,0.00464191,0.98021,0.00786,0.01862,0.9806,0.34764,0.16105,1.41912,0.46806,0.01473,0.47452,542
455,312,B012678/S3458,,,active,0.00454922,0.99889,0.00158,0.32132,0.99786,0.66566,0.16056,0.07912,0.16544,0.72366,0.48028,543
141,241,B0237/S04567,,,active,0.00437163,0.85351,0.02036,0.04263,0.85163,0.9129,0.10029,1.57959,0.03777,0.07328,0.99998,544
89,30,B0346/S1234,,,chaotic,0.00434671,0.99746,0.00295,0.32662,0.97787,0.44893,0.15898,0.19269,0.17312,0.26131,0.49866,545
328,157,B368/S02347,,,active,0.0043141,0.99903,0.00119,0.30946,0.99884,0.65317,0.16073,0.06804,0.20144,0.65822,0.4782,546
42,257,B135/S08,,,chaotic,0.00417699,0.92277,0.01667,0.056,0.92254,0.33686,0.15775,1.84184,0.44783,0.00987,0.51327,547
139,386,B0137/S178,,,chaotic,0.00405206,0.96125,0.01792,0.30209,0.93201,0.35918,0.1557,1.68864,0.20142,0.02216,0.53762,548
326,263,B1268/S0128,,,chaotic,0.00404338,0.96111,0.02858,0.32577,0.91848,0.39235,0.15352,1.07209,0.10471,0.06387,0.56395,549
422,46,B12578/S1235,,,active,0.00403782,0.99933,0.00101,0.31455,0.99917,0.58269,0.16093,0.04617,0.18386,0.99943,0.47593,550
1,262,B0/S128,,,active,0.00403718,0.86123,0.02408,0.0,0.85312,0.87507,0.05346,1.31995,0.02442,0.19316,0.64842,551
191,406,B0123457/S12478,,,chaotic,0.00398824,0.96425,0.01461,0.26438,0.95035,0.3374,0.15859,1.84182,0.42709,0.01007,0.50336,552
504,89,B345678/S0346,,,chaotic,0.00394466,0.9503,0.01679,0.32206,0.93975,0.36485,0.15798,1.81031,0.15876,0.02688,0.51057,553
371,276,B014568/S248,,,chaotic,0.00393529,0.9976,0.0028,0.20203,0.99564,0.39181,0.16072,0.1809,0.72332,0.06287,0.47839,554
459,302,B013678/S12358,,,active,0.00388156,0.99919,0.00105,0.3283,0.99893,0.58054,0.16074,0.05651,0.14368,0.99998,0.47811,555
219,459,B013467/S013678,,,chaotic,0.00387306,0.99346,0.00478,0.0,0.99337,0.38187,0.16145,0.52605,0.33647,0.04657,0.4699,556
267,320,B0138/S68,,,chaotic,0.00386342,0.9438,0.01896,0.29201,0.93028,0.35529,0.15723,1.67301,0.22975,0.01935,0.51936,557
409,49,B03478/S045,,,chaotic,0.00370364,0.99898,0.00137,0.30711,0.99904,0.48738,0.1606,0.07217,0.2091,0.51159,0.47971,558
188,153,B23457/S0347,,,chaotic,0.00364846,0.97877,0.01394,0.16057,0.97214,0.31927,0.15994,1.54961,0.97818,0.00494,0.48749,559
365,150,B023568/S1247,,,chaotic,0.00363907,0.99589,0.00368,0.10223,0.99569,0.36707,0.16057,0.32081,0.816,0.02896,0.48009,560
468,64,B24678/S6,,,chaotic,0.00354079,0.89992,0.01475,0.0,0.90022,0.36153,0.15588,1.94247,0.14171,0.02402,0.53548,561
151,359,B01247/S012568,,,chaotic,0.00352368,0.99881,0.00163,0.32817,0.99656,0.49779,0.16091,0.08486,0.14787,0.58975,0.47612,562
300,402,B2358/S1478,,,chaotic,0.0034972,0.99524,0.00394,0.03735,0.99517,0.37528,0.16103,0.37417,0.5202,0.03784,0.4748,563
12,159,B23/S012347,,,active,0.00345846,0.9979,0.00471,0.32892,0.94547,0.89049,0.10018,0.17384,0.14883,0.13367,0.99999,564
490,7,B135678/S012,,,chaotic,0.00343099,0.98414,0.00942,0.0,0.98465,0.34939,0.16121,1.2869,0.35954,0.01569,0.47263,565
50,51,B145/S0145,,,chaotic,0.00328987,0.99897,0.00133,0.32369,0.99644,0.49782,0.16079,0.07256,0.16092,0.59,0.47754,566
348,41,B23468/S035,,,chaotic,0.00317244,0.99582,0.00351,0.08205,0.99317,0.36532,0.16113,0.3231,0.75936,0.0273,0.47358,567
162,464,B157/S4678,,,active,0.00308912,0.82492,0.02547,0.27774,0.81943,0.55105,0.14734,1.24209,0.00416,0.93662,0.63878,568
254,217,B1234567/S03467,,,chaotic,0.00308757,0.82326,0.01959,0.29551,0.8225,0.52209,0.14752,1.63774,0.00385,0.76955,0.63661,569
189,380,B023457/S234568,,,active,0.00304915,0.83632,0.04806,0.29886,0.82963,0.62158,0.14771,1.00004,0.0055,0.87364,0.63425,570
238,228,B123567/S2567,,,active,0.00301385,0.83183,0.03005,0.28371,0.8212,0.58066,0.14577,1.07848,0.00425,0.99997,0.65774,571
212,151,B2467/S01247,,,chaotic,0.00300003,0.99904,0.00135,0.28121,0.99917,0.45527,0.16079,0.06805,0.31124,0.2966,0.47754,572
379,228,B0134568/S2567,,,active,0.00299781,0.82498,0.02664,0.28696,0.82237,0.61393,0.14759,1.18727,0.00435,0.91397,0.63573,573
235,280,B013567/S348,,,chaotic,0.00298251,0.99811,0.00227,0.22185,0.99527,0.39646,0.16112,0.13898,0.62958,0.07195,0.47376,574
219,399,B013467/S012378,,,chaotic,0.00292484,0.9964,0.00444,0.14382,0.99037,0.35987,0.16061,0.29217,0.91973,0.02269,0.47962,575
46,287,B1235/S012348,,,chaotic,0.0028259,0.98529,0.01371,0.36972,0.94064,0.39536,0.15516,1.23852,0.06015,0.06971,0.54416,576
312,392,B3458/S378,,,chaotic,0.00274943,0.98845,0.00791,0.01864,0.98267,0.34313,0.16008,0.97773,0.4637,0.01248,0.48578,577
154,281,B1347/S0348,,,chaotic,0.00272661,0.99809,0.00289,0.32511,0.99409,0.44609,0.16092,0.14485,0.16052,0.24635,0.47603,578
283,123,B01348/S013456,,,active,0.00265721,0.93859,0.00224,0.01873,0.92331,0.96724,0.03891,1.46857,0.30994,0.01231,0.47405,579
193,286,B067/S12348,,,active,0.00265233,0.92683,0.00114,0.0,0.91908,0.9622,0.04731,1.39618,0.22346,0.01481,0.57389,580
385,94,B078/S12346,,,active,0.00265176,0.93126,0.00208,0.0,0.92469,0.96611,0.04684,1.46035,0.24892,0.01284,0.56828,581
159,148,B012347/S247,,,chaotic,0.00255751,0.98908,0.01142,0.18866,0.97499,0.32375,0.15956,0.99401,0.88393,0.00592,0.49188,582
125,312,B023456/S3458,,,chaotic,0.0025556,0.95446,0.02078,0.32762,0.91711,0.36864,0.15363,1.51516,0.09832,0.03049,0.56258,583
262,252,B128/S234567,,,active,0.00255179,0.97906,0.00017,0.0,0.97225,0.96421,0.03892,1.04243,0.37493,0.01377,0.47424,584
52,42,B245/S135,,,chaotic,0.00232723,0.99869,0.00197,0.28491,0.99714,0.42913,0.1606,0.09509,0.30203,0.16892,0.47971,585
348,404,B23468/S2478,,,chaotic,0.00229937,0.99472,0.00447,0.09278,0.99121,0.34602,0.16071,0.42338,0.81755,0.01388,0.47848,586
263,47,B0128/S01235,,,active,0.00229708,0.91164,0.03609,0.31428,0.82646,0.64515,0.07597,1.01045,0.00355,0.71777,0.89092,587
283,69,B01348/S026,,,chaotic,0.00228509,0.98862,0.00837,0.03712,0.98415,0.33346,0.16092,0.97917,0.56595,0.00866,0.47603,588
303,380,B012358/S234568,,,active,0.00225864,0.94003,0.00367,0.0,0.91571,0.96318,0.03961,1.57405,0.20815,0.0143,0.48218,589
510,191,B12345678/S0123457,,,chaotic,0.00221643,0.89459,0.03437,0.06317,0.85986,0.38545,0.14761,1.02001,0.06579,0.05197,0.63553,590
207,451,B012367/S01678,,,chaotic,0.00219835,0.99701,0.00302,0.27434,0.96053,0.38123,0.15627,0.22775,0.39838,0.04565,0.5308,591
500,222,B245678/S123467,,,chaotic,0.00218802,0.82826,0.02856,0.28522,0.82178,0.51223,0.14628,1.11722,0.0043,0.69852,0.65156,592
430,404,B123578/S2478,,,chaotic,0.00201121,0.99821,0.00216,0.20428,0.99606,0.38118,0.16122,0.13148,0.71005,0.04559,0.47254,593
472,275,B34678/S0148,,,chaotic,0.00197138,0.9964,0.00314,0.09513,0.99652,0.35535,0.16135,0.27472,0.7856,0.01939,0.47103,594
214,43,B12467/S0135,,,chaotic,0.00196826,0.99887,0.00156,0.29687,0.99868,0.43774,0.16079,0.08083,0.24785,0.20573,0.47754,595
32,223,B5/S0123467,,,active,0.00187077,0.88393,0.0105,0.0,0.88023,0.95733,0.05899,1.98243,0.07488,0.01764,0.71439,596
194,392,B167/S378,,,active,0.00185611,0.81931,0.02552,0.30516,0.81674,0.58943,0.14666,1.23961,0.00233,0.99308,0.64694,597
271,279,B01238/S01248,,,chaotic,0.00184412,0.99506,0.00767,0.3143,0.93981,0.37679,0.15352,0.45136,0.18243,0.03971,0.56395,598
285,208,B02348/S467,,,chaotic,0.00183308,0.99866,0.0016,0.27135,0.99864,0.41264,0.16071,0.0954,0.35819,0.11211,0.47848,599
214,289,B12467/S058,,,chaotic,0.00182864,0.97681,0.00952,0.05035,0.9766,0.31176,0.161,1.60321,0.66325,0.00362,0.47508,600
207,466,B012367/S14678,,,active,0.0017823,0.85851,0.05439,0.31486,0.82599,0.66682,0.14131,1.0,0.00342,0.7321,0.71086,601
501,219,B0245678/S013467,,,chaotic,0.0017324,0.82217,0.02489,0.28761,0.81699,0.50907,0.14661,1.27305,0.00311,0.67496,0.64753,602
130,342,B17/S12468,,,active,0.00170303,0.94475,0.00215,0.0,0.91842,0.96711,0.03491,1.45721,0.22044,0.01237,0.42858,603
366,421,B123568/S02578,,,chaotic,0.00166957,0.99638,0.00343,0.1464,0.99649,0.34723,0.16106,0.27964,0.86726,0.01451,0.47442,604
287,246,B012348/S124567,,,active,0.00166355,0.86608,0.00887,0.0,0.85887,0.93808,0.06668,1.92625,0.03175,0.03396,0.80091,605
185,151,B03457/S01247,,,chaotic,0.00166087,0.99266,0.00541,0.01862,0.98963,0.34461,0.16121,0.60124,0.4432,0.01318,0.47273,606
443,332,B0134578/S2368,,,chaotic,0.00164909,0.98505,0.00711,0.0,0.98331,0.33219,0.1609,1.15905,0.36224,0.00825,0.47622,607
462,143,B123678/S01237,,,chaotic,0.00164821,0.99746,0.00336,0.29617,0.98025,0.3897,0.15974,0.19702,0.28923,0.05905,0.48978,608
187,99,B013457/S0156,,,chaotic,0.00164042,0.98851,0.00517,0.0,0.98865,0.34059,0.1615,0.87898,0.35008,0.01136,0.46934,609
190,399,B123457/S012378,,,chaotic,0.00161218,0.97919,0.01283,0.08204,0.94805,0.30334,0.15594,1.55203,0.76773,0.00253,0.53479,610
289,449,B058/S0678,,,active,0.0015369,0.85244,0.05147,0.23813,0.80186,0.60815,0.13744,1.0,0.00216,0.93995,0.75548,611
499,270,B0145678/S1238,,,chaotic,0.00151013,0.99823,0.00217,0.24926,0.99627,0.38475,0.16086,0.12984,0.47955,0.05088,0.47669,612
399,401,B012378/S0478,,,chaotic,0.00150253,0.99761,0.00283,0.25338,0.97725,0.37054,0.15958,0.1809,0.52035,0.03246,0.49168,613
130,290,B17/S158,,,active,0.00150131,0.82203,0.03013,0.30552,0.8157,0.59494,0.14618,1.07679,0.00217,0.98272,0.65274,614
502,408,B1245678/S3478,,,chaotic,0.00148934,0.95591,0.01094,0.31082,0.95482,0.32819,0.15979,1.94337,0.22199,0.00706,0.48921,615
260,142,B28/S1237,,,active,0.00148558,0.9862,0.00161,0.0,0.95425,0.96766,0.03244,0.85491,0.35715,0.01212,0.40135,616
282,358,B1348/S12568,,,chaotic,0.00148307,0.99926,0.00121,0.32698,0.99821,0.47239,0.16084,0.05175,0.14848,0.40466,0.47697,617
505,285,B0345678/S02348,,,chaotic,0.00143307,0.97845,0.01276,0.10364,0.95628,0.29769,0.15813,1.58116,0.90145,0.00198,0.50874,618
52,292,B245/S258,,,chaotic,0.00142975,0.99704,0.00251,0.06907,0.99721,0.35707,0.16133,0.21963,0.67055,0.0206,0.47132,619
171,65,B01357/S06,,,chaotic,0.00142869,0.94733,0.01408,0.28981,0.94618,0.32016,0.15944,1.94671,0.29064,0.00512,0.49331,620
345,250,B03468/S134567,,,active,0.00141443,0.8323,0.01123,0.08946,0.8195,0.91208,0.09543,1.99535,0.00949,0.07502,0.99584,621
87,299,B01246/S01358,,,chaotic,0.00136986,0.99917,0.00124,0.32176,0.99871,0.45648,0.16095,0.05836,0.16254,0.30361,0.47565,622
92,420,B2346/S2578,,,chaotic,0.0013568,0.99596,0.00371,0.0634,0.99552,0.34583,0.16092,0.31586,0.65464,0.01378,0.47603,623
313,29,B03458/S0234,,,chaotic,0.00134328,0.99645,0.00417,0.32868,0.96125,0.38717,0.15722,0.28429,0.16608,0.05476,0.51955,624
94,148,B12346/S247,,,chaotic,0.00131152,0.98892,0.01343,0.23559,0.97893,0.31584,0.15964,0.99917,0.62321,0.00429,0.49092,625
34,124,B15/S23456,,,active,0.00123412,0.92514,0.00349,0.0,0.90841,0.96993,0.03254,1.5662,0.17576,0.01114,0.4025,626
215,290,B012467/S158,,,chaotic,0.0012148,0.98851,0.00614,0.0,0.98654,0.3307,0.16059,0.91485,0.35534,0.00779,0.4799,627
314,29,B13458/S0234,,,chaotic,0.00120396,0.99568,0.00588,0.32804,0.95929,0.37473,0.15698,0.37159,0.1668,0.03719,0.52236,628
450,507,B1678/S01345678,,,active,0.00116005,0.99772,0.00112,0.13723,0.97136,0.96518,0.04537,0.15871,0.99925,0.01329,0.55052,629
249,375,B034567/S0124568,,,chaotic,0.00115891,0.82652,0.0324,0.29871,0.81274,0.53068,0.14487,1.0387,0.00202,0.82693,0.6685,630
53,37,B0245/S025,,,chaotic,0.00115077,0.99766,0.00213,0.09305,0.99792,0.35392,0.16087,0.17083,0.76634,0.01844,0.47659,631
251,309,B0134567/S02458,,,chaotic,0.00113052,0.95271,0.01893,0.33128,0.93696,0.33788,0.15757,1.65726,0.12904,0.01026,0.51539,632
345,35,B03468/S015,,,chaotic,0.00112056,0.98635,0.00621,0.0,0.98695,0.32584,0.16158,1.04989,0.35436,0.00643,0.4684,633
376,332,B34568/S2368,,,chaotic,0.00111537,0.97324,0.00918,0.06906,0.97188,0.29513,0.16047,1.68995,0.77702,0.00176,0.48132,634
374,79,B124568/S01236,,,chaotic,0.00110529,0.98655,0.00684,0.0,0.98677,0.32496,0.16128,1.06322,0.35479,0.00621,0.47188,635
473,33,B034678/S05,,,chaotic,0.00110338,0.96544,0.0092,0.1623,0.9644,0.28825,0.16034,1.82163,0.96934,0.00129,0.48284,636
321,202,B068/S1367,,,active,0.00109179,0.82925,0.01369,0.11338,0.81717,0.91893,0.09436,1.97783,0.00903,0.06151,0.99366,637
279,67,B01248/S016,,,chaotic,0.00108576,0.98903,0.01008,0.0815,0.95855,0.30387,0.15724,0.98439,0.82091,0.00259,0.51926,638
472,149,B34678/S0247,,,chaotic,0.00107634,0.99836,0.00217,0.24416,0.998,0.37537,0.16095,0.11999,0.49696,0.03795,0.47565,639
54,26,B1245/S134,,,chaotic,0.00101437,0.99805,0.00254,0.32783,0.97979,0.4018,0.15927,0.1456,0.16811,0.08367,0.49531,640
151,67,B01247/S016,,,chaotic,0.00095485,0.98862,0.00823,0.05027,0.96677,0.30637,0.15808,0.97508,0.66721,0.00288,0.50932,641
67,381,B016/S0234568,,,active,0.00094455,0.99727,0.00037,0.0,0.98885,0.95696,0.06908,0.18301,0.34956,0.01788,0.82591,642
345,163,B03468/S0157,,,chaotic,0.00094394,0.98949,0.00551,0.0,0.99006,0.32805,0.16156,0.82866,0.34629,0.00702,0.46868,643
348,253,B23468/S0234567,,,active,0.00093788,0.83791,0.01036,0.01872,0.82466,0.91413,0.08491,1.97917,0.00701,0.07075,0.95549,644
62,78,B12345/S1236,,,chaotic,0.00087199,0.98529,0.01299,0.09223,0.94871,0.29299,0.15596,1.24815,0.81484,0.0016,0.5346,645
0,191,B/S0123457,,,static,0.00083758,0.9244,0.0,0.0,0.91853,0.975,0.02365,1.32327,0.22096,0.00919,0.31164,646
503,221,B01245678/S023467,,,chaotic,0.00083524,0.8193,0.02372,0.3214,0.81344,0.50752,0.14604,1.34187,0.00143,0.66337,0.65441,647
26,379,B134/S0134568,,,active,0.00082356,0.92527,0.0,0.0,0.9096,0.97437,0.02904,1.32315,0.18095,0.00942,0.36525,648
392,166,B378/S1257,,,active,0.00080929,0.79935,0.02817,0.20456,0.78722,0.74381,0.14098,1.12958,0.00102,0.98522,0.71468,649
372,77,B24568/S0236,,,chaotic,0.00079239,0.99028,0.00549,0.0,0.99022,0.32527,0.1614,0.77468,0.34585,0.00629,0.47047,650
217,18,B03467/S14,,,chaotic,0.00076698,0.99653,0.0031,0.01866,0.99682,0.34762,0.16099,0.26449,0.41475,0.01471,0.47518,651
473,137,B034678/S037,,,chaotic,0.00076041,0.9922,0.0055,0.0,0.9923,0.32941,0.16116,0.6387,0.33979,0.0074,0.47329,652
88,76,B346/S236,,,chaotic,0.00074779,0.99885,0.00129,0.33153,0.99496,0.42039,0.1605,0.08067,0.14102,0.13667,0.48094,653
18,120,B14/S3456,,,active,0.00073087,0.92179,0.00157,0.0,0.9033,0.97332,0.02647,1.42617,0.15415,0.0098,0.33917,654
328,52,B368/S245,Morley,C4,active,0.00071272,0.82515,0.09213,0.30668,0.80364,0.74348,0.13924,1.0,0.00098,0.9859,0.73493,655
46,319,B1235/S0123458,,,active,0.00071105,0.93841,0.05969,0.49149,0.92346,0.56252,0.15524,0.99578,0.00135,0.97642,0.54318,656
53,355,B0245/S01568,,,chaotic,0.00070868,0.99617,0.0039,0.05033,0.99614,0.3326,0.16064,0.30229,0.58355,0.00838,0.47934,657
21,123,B024/S013456,,,active,0.0006936,0.92278,0.00073,0.0,0.90377,0.97358,0.02598,1.36938,0.1561,0.00971,0.33432,658
509,120,B02345678/S3456,,,chaotic,0.00064944,0.92151,0.03087,0.18735,0.83359,0.37482,0.13717,1.06104,0.02163,0.03729,0.75861,659
492,166,B235678/S1257,,,chaotic,0.00061594,0.99376,0.00331,0.0,0.99393,0.3321,0.16086,0.4696,0.3347,0.00822,0.47678,660
289,287,B058/S012348,,,active,0.00060926,0.8792,0.00403,0.0,0.87197,0.96539,0.04308,1.6086,0.05492,0.01318,0.52313,661
452,272,B2678/S48,,,chaotic,0.0005995,0.80835,0.02442,0.33245,0.80794,0.53547,0.14594,1.29953,0.00082,0.85651,0.65568,662
157,27,B02347/S0134,,,chaotic,0.00059562,0.99432,0.00824,0.35661,0.96902,0.36114,0.15884,0.52452,0.09574,0.0237,0.50038,663
56,404,B345/S2478,,,chaotic,0.00057672,0.9987,0.00154,0.29719,0.99141,0.38368,0.16066,0.09219,0.26524,0.04923,0.47905,664
129,113,B07/S0456,,,active,0.00056751,0.81766,0.04224,0.3219,0.80356,0.75755,0.1332,1.00079,0.00075,0.94242,0.80213,665
159,278,B012347/S1248,,,chaotic,0.0005638,0.98756,0.01217,0.16142,0.93803,0.28558,0.15391,1.10525,0.79662,0.00115,0.55914,666
9,413,B03/S023478,,,active,0.00056137,0.99956,0.0007,0.28813,0.98513,0.91985,0.10945,0.02994,0.31889,0.05986,0.9823,667
51,378,B0145/S134568,,,active,0.00054143,0.90047,0.00245,0.0,0.88055,0.96734,0.03148,1.49005,0.07576,0.01227,0.391,668
276,252,B248/S234567,,,active,0.00051932,0.88349,0.00058,0.0,0.86695,0.95881,0.04182,1.36089,0.04487,0.01673,0.50816,669
449,182,B0678/S12457,,,active,0.00051486,0.86584,0.00494,0.0,0.85744,0.95388,0.04259,1.67748,0.02978,0.01992,0.51723,670
505,454,B0345678/S12678,,,chaotic,0.00051247,0.94075,0.01263,0.17715,0.9216,0.2757,0.14954,1.98626,0.58421,0.00072,0.61216,671
283,66,B01348/S16,,,chaotic,0.00050412,0.97829,0.00945,0.03734,0.9757,0.28575,0.16057,1.55094,0.58655,0.00115,0.48009,672
366,396,B123568/S2378,,,chaotic,0.00050077,0.99681,0.00386,0.18402,0.9911,0.31977,0.16102,0.25206,0.83035,0.00504,0.4749,673
486,377,B125678/S034568,,,active,0.00050011,0.81155,0.02665,0.3309,0.80348,0.58293,0.14493,1.18717,0.00063,0.99933,0.66782,674
373,236,B024568/S23567,,,active,0.00048123,0.81324,0.02688,0.32913,0.80909,0.6527,0.14597,1.1773,0.00094,0.66171,0.65529,675
198,6,B1267/S12,,,chaotic,0.00047952,0.94361,0.04471,0.37914,0.91085,0.36823,0.15352,0.99315,0.02846,0.03009,0.56385,676
130,279,B17/S01248,,,active,0.00046433,0.90971,0.00258,0.0,0.88441,0.96833,0.02263,1.49953,0.08671,0.01182,0.30205,677
508,311,B2345678/S012458,,,chaotic,0.00046424,0.929,0.03357,0.27236,0.91331,0.3131,0.15549,1.02472,0.21901,0.00383,0.54025,678
58,270,B1345/S1238,,,chaotic,0.00044897,0.99615,0.00479,0.23976,0.97473,0.31826,0.15941,0.31709,0.60529,0.00474,0.49369,679
8,62,B3/S12345,Maze,C2,active,0.00043788,0.99218,3e-05,0.0,0.97718,0.97498,0.01789,0.49365,0.37146,0.0092,0.25963,680
491,378,B0135678/S134568,,,active,0.00043729,0.80229,0.0295,0.30337,0.79537,0.57009,0.14368,1.09148,0.00059,0.99236,0.68281,681
379,235,B0134568/S013567,,,active,0.00042818,0.80793,0.02914,0.31832,0.80288,0.64018,0.14434,1.10067,0.00076,0.75358,0.67494,682
125,150,B023456/S1247,,,chaotic,0.0004264,0.97396,0.01788,0.20702,0.96658,0.27546,0.15945,1.52064,0.79696,0.00071,0.49321,683
143,288,B01237/S58,,,chaotic,0.0004114,0.99286,0.00788,0.15169,0.97552,0.28878,0.15977,0.64222,0.98716,0.00133,0.48949,684
487,381,B0125678/S0234568,,,active,0.00039212,0.80371,0.03021,0.3141,0.7966,0.58751,0.14375,1.07488,0.00054,0.99561,0.68194,685
441,247,B034578/S0124567,,,active,0.00039202,0.82166,0.03987,0.30886,0.79749,0.6202,0.14138,1.00232,0.00062,0.8814,0.71,686
195,151,B0167/S01247,,,active,0.00037996,0.90077,0.00296,0.0,0.8742,0.96956,0.02927,1.52771,0.05988,0.0113,0.3677,687
127,404,B0123456/S2478,,,chaotic,0.00037691,0.96344,0.01301,0.27286,0.95418,0.28262,0.15828,1.89168,0.39351,0.001,0.50701,688
44,380,B235/S234568,,,active,0.00036487,0.91475,0.00091,0.0,0.88207,0.97207,0.02465,1.38224,0.07996,0.01028,0.32125,689
440,258,B34578/S18,,,chaotic,0.00036207,0.96913,0.0104,0.11008,0.96783,0.2652,0.16033,1.80746,0.95534,0.00043,0.48294,690
439,455,B0124578/S012678,,,chaotic,0.00034484,0.99826,0.00206,0.23174,0.996,0.33684,0.16048,0.12675,0.57349,0.00986,0.48113,691
256,31,B8/S01234,,,static,0.00033539,0.89098,0.0,0.0,0.88525,0.975,0.02334,1.3246,0.08923,0.00919,0.30871,692
463,289,B0123678/S058,,,chaotic,0.0003166,0.99466,0.0059,0.15744,0.9808,0.29124,0.16001,0.45611,0.96219,0.00148,0.48664,693
322,464,B168/S4678,,,active,0.0003159,0.80388,0.0323,0.32539,0.79694,0.57136,0.14386,1.04002,0.00045,0.99419,0.68058,694
3,255,B01/S01234567,,,active,0.00031207,0.99537,0.0,0.0,0.98983,0.975,0.025,0.30145,0.34691,0.00919,0.32465,695
444,255,B234578/S01234567,,,active,0.00030697,0.84021,0.04025,0.30194,0.79204,0.62673,0.13707,1.00196,0.00048,0.84319,0.75971,696
437,272,B024578/S48,,,chaotic,0.00024355,0.99507,0.00317,0.0,0.99536,0.31543,0.16151,0.37291,0.33002,0.00422,0.46925,697
496,379,B45678/S0134568,,,active,0.0002378,0.79132,0.03182,0.26168,0.77946,0.5548,0.14115,1.04648,0.00034,0.9516,0.71277,698
474,391,B134678/S01278,,,chaotic,0.00022549,0.99623,0.00394,0.12363,0.99281,0.29534,0.16087,0.2988,0.88919,0.00178,0.47659,699
246,148,B124567/S247,,,chaotic,0.00021322,0.98589,0.00655,0.0,0.98634,0.28616,0.16165,1.08986,0.35579,0.00118,0.46756,700
157,454,B02347/S12678,,,chaotic,0.0002092,0.99808,0.00217,0.32812,0.98318,0.35404,0.15999,0.14097,0.16462,0.01852,0.48683,701
492,38,B235678/S125,,,chaotic,0.00020133,0.99835,0.00173,0.13095,0.99827,0.31545,0.16095,0.1181,0.84882,0.00422,0.47574,702
